lamp_id,lat,lon
5907,50.07404343940157,19.899135469459004
5908,50.0750528346396,19.891393063589923
5909,50.07305532610415,19.898210107348856
5910,50.0735201206096,19.88871776964516
5911,50.07327976216163,19.89167737774551
5912,50.07320401779946,19.892042158171524
5913,50.07312483038383,19.89243912510573
5914,50.072601501566545,19.895561216399074
5915,50.072949240430475,19.893560288473967
5916,50.07308351515852,19.892755625769485
5917,50.07242935268091,19.897116897627715
5918,50.07242935268095,19.897546051070083
5919,50.07245345356213,19.89802884869277
5920,50.072446567597304,19.898549197241667
5921,50.07314204505051,19.902019975706924
5922,50.07314548798308,19.904149649664763
5923,50.07316614557351,19.904428599402316
5924,50.0727884975933,19.904290675185617
5925,50.0758790984469,19.899251936003573
5926,50.0783301563848,19.89620861364528
5927,50.078072071254645,19.896553633734587
5928,50.07766928785038,19.89703106693924
5929,50.0781615782183,19.898661850020297
5930,50.077862073491715,19.89860284142195
5931,50.077545353814465,19.8985384684056
5932,50.07722518940551,19.898474095389247
5933,50.075373013554625,19.8967360239476
5934,50.07509070537543,19.896693108603362
5935,50.074739539223096,19.89660727791488
5936,50.07432639928061,19.896516082808372
5937,50.07395801316317,19.896387336775657
5938,50.07369979690772,19.896172760054473
5939,50.07764518959071,19.90001904778182
5940,50.077862073491715,19.900169251486663
5941,50.07962572489715,19.89997231867164
5942,50.07865730606824,19.899793742224574
5943,50.07856715455324,19.90197056438774
5944,50.08222869730164,19.90575995994731
5945,50.07971178649935,19.9006509175524
5946,50.07944155254936,19.899924038909376
5947,50.07834747676269,19.901134846732013
5948,50.07821601386205,19.90730279590934
5949,50.0763163239508,19.90637051872909
5950,50.080968483446064,19.89837979897857
5951,50.08079507370544,19.89833462052047
5952,50.08055754867542,19.898291705176227
5953,50.08017888315053,19.898232696577907
5954,50.07930729562567,19.897555648349226
5955,50.07952933571926,19.897606610320512
5956,50.080329704266305,19.897772907279435
5957,50.0805345276181,19.897813140414645
5958,50.08079614945016,19.897874831221994
5959,50.08169804534735,19.896040200255804
5960,50.08132283117646,19.890568493865437
5961,50.081171367743345,19.890506803058088
5962,50.08135897578864,19.890437065623697
5963,50.081200627762065,19.890356599353247
5964,50.08284088142365,19.890825985930853
5965,50.08310249066901,19.89084207918496
5966,50.0813865145225,19.89031368400902
5967,50.08206637199803,19.885067283175893
5968,50.08145191895196,19.888562201522284
5969,50.081515602126515,19.888272522948675
5970,50.05961532962593,19.922703474294387
5971,50.05955936615605,19.923046797048293
5972,50.059499097730814,19.92342632962391
5973,50.069210054686565,19.912062166258693
5974,50.060119105538185,19.898136137053374
5975,50.07244247905522,19.93091964628547
5976,50.072587084121075,19.93123346474022
5977,50.071218482995896,19.932732819579538
5978,50.070967138166644,19.932966171763844
5979,50.07078293255803,19.933137833140787
5980,50.070533307006,19.933395325206217
5981,50.067453337247194,19.933711825869974
5982,50.06724157129904,19.932174920104437
5983,50.06710211516403,19.93106716778129
5984,50.06705562969559,19.930766760371625
5985,50.067012587555034,19.930436848662804
5986,50.06692133808925,19.929766296409078
5987,50.066971267063714,19.93011766579003
5988,50.06730527334925,19.932569204829637
5989,50.067348315227186,19.93294739630074
5990,50.06739996542967,19.93331217672676
5991,50.066871409062784,19.929361282847825
5992,50.0693133510261,19.92882060818373
5993,50.069471738314654,19.928654311224808
5994,50.06965078418489,19.928434370085597
5995,50.069840158897144,19.928214428946383
5996,50.07003297601768,19.92799985222518
5997,50.070198247218265,19.92777454666793
5998,50.06343823341987,19.929165481589724
5999,50.0732756736906,19.929870902560644
6000,50.07388302300224,19.924488484393805
6001,50.073656115187006,19.924426018260412
6002,50.073470198452725,19.924375056289136
6003,50.07323780152122,19.924299954436716
6004,50.07303983287639,19.924246310256425
6005,50.07285907818253,19.924192666076117
6006,50.073789312033746,19.925559042021632
6007,50.07053223103099,19.9268679600209
6008,50.07071127294199,19.92651927284896
6009,50.07571115717748,19.931179254781455
6010,50.075934074609066,19.931293248664584
6011,50.076204328329254,19.93141797138378
6012,50.076635526174556,19.931616454850875
6261,50.07615795926819,19.898970304057002
6013,50.07679991395284,19.93168082786724
6014,50.077088236705414,19.93178141070529
6015,50.07734643471379,19.931864559184756
6016,50.07762098373735,19.931934296619136
6017,50.077795695933744,19.931987940799445
6018,50.078077127541896,19.932063042651862
6019,50.07839040115054,19.932147532235827
6020,50.078666665464006,19.932226657401767
6021,50.07892313371328,19.932268231641494
6022,50.07911075055688,19.932325899135318
6023,50.07933709467086,19.932368814479567
6024,50.07966240867397,19.93244257522748
6025,50.07936302090083,19.928589938208457
6026,50.078398469640184,19.927982627414174
6027,50.07820052230175,19.927902161143717
6028,50.081047980629876,19.926787137519568
6029,50.075795504435625,19.93080508662388
6030,50.07597194464888,19.930715232621882
6031,50.07623014866869,19.930575757753104
6032,50.076478883892804,19.930434941779822
6033,50.07744196762446,19.929718791972842
6034,50.07764680331384,19.929512261878696
6035,50.07783184320523,19.9293151195161
6036,50.078080570120186,19.92906433297321
6037,50.07829573077036,19.928857802879065
6038,50.07849023516715,19.928659319411963
6039,50.075009692088706,19.927815764676787
6040,50.08180013149284,19.921610474120826
6041,50.07687403888579,19.92471682839096
6042,50.07821665934361,19.92126750759781
6186,50.06471752468152,19.931630431674424
6043,50.073978670403534,19.923123596236117
6044,50.075548594632565,19.924534438177943
6045,50.07050468606227,19.925060151144862
6046,50.07092474511613,19.925172803923484
6047,50.07131725598858,19.92525863461197
6048,50.07618829819488,19.911060570739217
6049,50.077056499770976,19.91297411732376
6050,50.07709092627519,19.91239476017653
6051,50.07719076299771,19.91184222511947
6052,50.07678108684713,19.91138624958694
6053,50.07653665655219,19.911225317046036
6054,50.07426442798224,19.912201641127467
6055,50.068380232686096,19.917249558493484
6056,50.06900281573436,19.91734230425209
6057,50.06939254473578,19.9173943977803
6058,50.06976785227708,19.917437313124527
6059,50.06884851574598,19.917313931509852
6060,50.068652250608345,19.917297838255767
6061,50.0689552560977,19.91765188984573
6062,50.068944926396625,19.918016670271747
6063,50.07149629496878,19.908650396391756
6064,50.071131330186326,19.90807640366255
6065,50.07132414211558,19.907212732359763
6066,50.058904696331766,19.902585502713915
6067,50.05877382586922,19.903100486844767
6068,50.058553411651665,19.903529640287157
6069,50.057327339084324,19.905535932630304
6070,50.05838810032401,19.903787132352587
6071,50.0581607963184,19.90418409928679
6072,50.06551189917384,19.905243990942843
6073,50.065350055315974,19.905640957877036
6074,50.0651124537693,19.906054018065337
6075,50.052727350429066,19.914225577376783
6076,50.052866848355805,19.91398417856544
6077,50.053217098307286,19.915103791281584
6078,50.05335831698684,19.914969680830847
6079,50.053520201303286,19.91481947712599
6080,50.05367175208335,19.91468536667525
6081,50.05384741261585,19.914540527388446
6082,50.056569638125836,19.906791206449267
6083,50.05636987860729,19.907102342694994
6084,50.05592364555818,19.90804576780647
6085,50.05568793467484,19.90889405831694
6086,50.05561216252851,19.909280296415087
6087,50.055605274145634,19.909677263349284
6088,50.055386998001175,19.910855172201998
6089,50.0552974485265,19.911225317046043
6090,50.05522856420145,19.911584733054035
6091,50.055145902880874,19.91187977604568
6092,50.055059797187184,19.912153361365203
6093,50.05433994754242,19.91323697380721
6094,50.05296910352287,19.92153036408127
6095,50.05419636380049,19.92325389292092
